	1gram	1freq	1freqratio	2gram	2freq	2freqratio	3gram	3freq	3freqratio	4gram	4freq	4freqratio	5gram	5freq	5freqratio	6gram	6freq	6freqratio
1511							by the sweat	1.0	0.0448	the sound of the	1.0	0.0448	like god knowing good and	1.0	0.0448	garden neither shall you touch it	1	0.0448
1512							the sweat of	1.0	0.0448	sound of the lord	1.0	0.0448	god knowing good and evil	1.0	0.0448	neither shall you touch it lest	1	0.0448
1513							sweat of your	1.0	0.0448	the lord god walking	1.0	0.0448	knowing good and evil 6	1.0	0.0448	shall you touch it lest you	1	0.0448
1514							of your face	1.0	0.0448	lord god walking in	1.0	0.0448	good and evil 6 so	1.0	0.0448	you touch it lest you die	1	0.0448
1515							your face you	1.0	0.0448	god walking in the	1.0	0.0448	and evil 6 so when	1.0	0.0448	touch it lest you die 4	1	0.0448
1516							face you shall	1.0	0.0448	walking in the garden	1.0	0.0448	evil 6 so when the	1.0	0.0448	it lest you die 4 but	1	0.0448
1517							shall eat bread	1.0	0.0448	in the garden in	1.0	0.0448	6 so when the woman	1.0	0.0448	lest you die 4 but the	1	0.0448
1518							eat bread till	1.0	0.0448	the garden in the	1.0	0.0448	so when the woman saw	1.0	0.0448	you die 4 but the serpent	1	0.0448
1519							bread till you	1.0	0.0448	garden in the cool	1.0	0.0448	when the woman saw that	1.0	0.0448	die 4 but the serpent said	1	0.0448
1520							till you return	1.0	0.0448	in the cool t	1.0	0.0448	the woman saw that the	1.0	0.0448	4 but the serpent said to	1	0.0448
1521							you return to	1.0	0.0448	the cool t of	1.0	0.0448	woman saw that the tree	1.0	0.0448	but the serpent said to the	1	0.0448
1522							return to the	1.0	0.0448	cool t of the	1.0	0.0448	saw that the tree was	1.0	0.0448	the serpent said to the woman	1	0.0448
1523							to the ground	1.0	0.0448	t of the day	1.0	0.0448	that the tree was good	1.0	0.0448	serpent said to the woman you	1	0.0448
1524							the ground for	1.0	0.0448	of the day and	1.0	0.0448	the tree was good for	1.0	0.0448	said to the woman you will	1	0.0448
1525							ground for out	1.0	0.0448	day and the man	1.0	0.0448	tree was good for food	1.0	0.0448	to the woman you will not	1	0.0448
1526							you were taken	1.0	0.0448	and his wife hid	1.0	0.0448	was good for food and	1.0	0.0448	the woman you will not surely	1	0.0448
1527							were taken for	1.0	0.0448	his wife hid themselves	1.0	0.0448	good for food and that	1.0	0.0448	woman you will not surely die	1	0.0448
1528							taken for you	1.0	0.0448	wife hid themselves from	1.0	0.0448	for food and that it	1.0	0.0448	you will not surely die 5	1	0.0448
1529							you are dust	1.0	0.0448	hid themselves from the	1.0	0.0448	food and that it was	1.0	0.0448	will not surely die 5 for	1	0.0448
1530							are dust and	1.0	0.0448	themselves from the presence	1.0	0.0448	that it was a delight	1.0	0.0448	not surely die 5 for god	1	0.0448
1531							dust and to	1.0	0.0448	from the presence of	1.0	0.0448	it was a delight to	1.0	0.0448	surely die 5 for god knows	1	0.0448
1532							and to dust	1.0	0.0448	the presence of the	1.0	0.0448	was a delight to the	1.0	0.0448	die 5 for god knows that	1	0.0448
1533							to dust you	1.0	0.0448	presence of the lord	1.0	0.0448	a delight to the eyes	1.0	0.0448	5 for god knows that when	1	0.0448
1534							you shall return	1.0	0.0448	the lord god among	1.0	0.0448	delight to the eyes and	1.0	0.0448	for god knows that when you	1	0.0448
1535							shall return 20	1.0	0.0448	lord god among the	1.0	0.0448	to the eyes and that	1.0	0.0448	god knows that when you eat	1	0.0448
1536							return 20 the	1.0	0.0448	god among the trees	1.0	0.0448	the eyes and that the	1.0	0.0448	knows that when you eat of	1	0.0448
1537							man called his	1.0	0.0448	among the trees of	1.0	0.0448	eyes and that the tree	1.0	0.0448	that when you eat of it	1	0.0448
1538							called his wife	1.0	0.0448	the trees of the	1.0	0.0448	and that the tree was	1.0	0.0448	when you eat of it your	1	0.0448
1539							his wife s	1.0	0.0448	trees of the garden	1.0	0.0448	that the tree was to	1.0	0.0448	you eat of it your eyes	1	0.0448
1540							wife s name	1.0	0.0448	of the garden 9	1.0	0.0448	the tree was to be	1.0	0.0448	eat of it your eyes will	1	0.0448
1541							s name eve	1.0	0.0448	the garden 9 but	1.0	0.0448	tree was to be desired	1.0	0.0448	of it your eyes will be	1	0.0448
1542							name eve because	1.0	0.0448	garden 9 but the	1.0	0.0448	was to be desired to	1.0	0.0448	it your eyes will be opened	1	0.0448
1543							eve because she	1.0	0.0448	9 but the lord	1.0	0.0448	to be desired to make	1.0	0.0448	your eyes will be opened and	1	0.0448
1544							was the mother	1.0	0.0448	but the lord god	1.0	0.0448	be desired to make one	1.0	0.0448	eyes will be opened and you	1	0.0448
1545							the mother of	1.0	0.0448	the lord god called	1.0	0.0448	desired to make one wise	1.0	0.0448	will be opened and you will	1	0.0448
1546							mother of all	1.0	0.0448	lord god called to	1.0	0.0448	to make one wise s	1.0	0.0448	be opened and you will be	1	0.0448
1547							of all living	1.0	0.0448	god called to the	1.0	0.0448	make one wise s she	1.0	0.0448	opened and you will be like	1	0.0448
1548							all living x	1.0	0.0448	called to the man	1.0	0.0448	one wise s she took	1.0	0.0448	and you will be like god	1	0.0448
1549							living x 21	1.0	0.0448	to the man and	1.0	0.0448	wise s she took of	1.0	0.0448	you will be like god knowing	1	0.0448
1550							x 21 and	1.0	0.0448	the man and said	1.0	0.0448	s she took of its	1.0	0.0448	will be like god knowing good	1	0.0448
1551							21 and the	1.0	0.0448	man and said to	1.0	0.0448	she took of its fruit	1.0	0.0448	be like god knowing good and	1	0.0448
1552							god made for	1.0	0.0448	and said to him	1.0	0.0448	took of its fruit and	1.0	0.0448	like god knowing good and evil	1	0.0448
1553							made for adam	1.0	0.0448	said to him where	1.0	0.0448	of its fruit and ate	1.0	0.0448	god knowing good and evil 6	1	0.0448
1554							for adam and	1.0	0.0448	where are you u	1.0	0.0448	its fruit and ate and	1.0	0.0448	knowing good and evil 6 so	1	0.0448
1555							adam and for	1.0	0.0448	are you u 10	1.0	0.0448	fruit and ate and she	1.0	0.0448	good and evil 6 so when	1	0.0448
1556							for his wife	1.0	0.0448	you u 10 and	1.0	0.0448	and ate and she also	1.0	0.0448	and evil 6 so when the	1	0.0448
1557							his wife garments	1.0	0.0448	u 10 and he	1.0	0.0448	ate and she also gave	1.0	0.0448	evil 6 so when the woman	1	0.0448
1558							wife garments of	1.0	0.0448	10 and he said	1.0	0.0448	and she also gave some	1.0	0.0448	6 so when the woman saw	1	0.0448
1559							garments of skins	1.0	0.0448	and he said i	1.0	0.0448	she also gave some to	1.0	0.0448	so when the woman saw that	1	0.0448
1560							of skins and	1.0	0.0448	he said i heard	1.0	0.0448	also gave some to her	1.0	0.0448	when the woman saw that the	1	0.0448
1561							skins and clothed	1.0	0.0448	said i heard the	1.0	0.0448	gave some to her husband	1.0	0.0448	the woman saw that the tree	1	0.0448
1562							and clothed them	1.0	0.0448	i heard the sound	1.0	0.0448	some to her husband who	1.0	0.0448	woman saw that the tree was	1	0.0448
1563							clothed them 22	1.0	0.0448	the sound of you	1.0	0.0448	to her husband who was	1.0	0.0448	saw that the tree was good	1	0.0448
1564							them 22 then	1.0	0.0448	sound of you in	1.0	0.0448	her husband who was with	1.0	0.0448	that the tree was good for	1	0.0448
1565							22 then the	1.0	0.0448	you in the garden	1.0	0.0448	husband who was with her	1.0	0.0448	the tree was good for food	1	0.0448
1566							said behold the	1.0	0.0448	in the garden and	1.0	0.0448	with her and he ate	1.0	0.0448	tree was good for food and	1	0.0448
1567							behold the man	1.0	0.0448	the garden and i	1.0	0.0448	her and he ate 7	1.0	0.0448	was good for food and that	1	0.0448
1568							the man has	1.0	0.0448	garden and i was	1.0	0.0448	and he ate 7 then	1.0	0.0448	good for food and that it	1	0.0448
1569							man has become	1.0	0.0448	and i was afraid	1.0	0.0448	he ate 7 then the	1.0	0.0448	for food and that it was	1	0.0448
1570							has become like	1.0	0.0448	i was afraid because	1.0	0.0448	ate 7 then the eyes	1.0	0.0448	food and that it was a	1	0.0448
1571							become like one	1.0	0.0448	was afraid because i	1.0	0.0448	7 then the eyes of	1.0	0.0448	and that it was a delight	1	0.0448
1572							like one of	1.0	0.0448	afraid because i was	1.0	0.0448	then the eyes of both	1.0	0.0448	that it was a delight to	1	0.0448
1573							one of us	1.0	0.0448	because i was naked	1.0	0.0448	the eyes of both were	1.0	0.0448	it was a delight to the	1	0.0448
1574							of us in	1.0	0.0448	i was naked and	1.0	0.0448	eyes of both were opened	1.0	0.0448	was a delight to the eyes	1	0.0448
1575							us in knowing	1.0	0.0448	was naked and i	1.0	0.0448	of both were opened and	1.0	0.0448	a delight to the eyes and	1	0.0448
1576							in knowing good	1.0	0.0448	naked and i hid	1.0	0.0448	both were opened and they	1.0	0.0448	delight to the eyes and that	1	0.0448
1577							and evil now	1.0	0.0448	and i hid myself	1.0	0.0448	were opened and they knew	1.0	0.0448	to the eyes and that the	1	0.0448
1578							evil now lest	1.0	0.0448	i hid myself 11	1.0	0.0448	opened and they knew that	1.0	0.0448	the eyes and that the tree	1	0.0448
1579							now lest he	1.0	0.0448	hid myself 11 he	1.0	0.0448	and they knew that they	1.0	0.0448	eyes and that the tree was	1	0.0448
1580							lest he reach	1.0	0.0448	myself 11 he said	1.0	0.0448	they knew that they were	1.0	0.0448	and that the tree was to	1	0.0448
1581							he reach out	1.0	0.0448	11 he said who	1.0	0.0448	knew that they were naked	1.0	0.0448	that the tree was to be	1	0.0448
1582							reach out his	1.0	0.0448	he said who told	1.0	0.0448	that they were naked and	1.0	0.0448	the tree was to be desired	1	0.0448
1583							out his hand	1.0	0.0448	said who told you	1.0	0.0448	they were naked and they	1.0	0.0448	tree was to be desired to	1	0.0448
1584							his hand and	1.0	0.0448	who told you that	1.0	0.0448	were naked and they sewed	1.0	0.0448	was to be desired to make	1	0.0448
1585							hand and take	1.0	0.0448	told you that you	1.0	0.0448	naked and they sewed fig	1.0	0.0448	to be desired to make one	1	0.0448
1586							and take also	1.0	0.0448	that you were naked	1.0	0.0448	and they sewed fig leaves	1.0	0.0448	be desired to make one wise	1	0.0448
1587							take also of	1.0	0.0448	you were naked have	1.0	0.0448	they sewed fig leaves together	1.0	0.0448	desired to make one wise s	1	0.0448
1588							also of the	1.0	0.0448	were naked have you	1.0	0.0448	sewed fig leaves together and	1.0	0.0448	to make one wise s she	1	0.0448
1589							life and eat	1.0	0.0448	naked have you eaten	1.0	0.0448	fig leaves together and made	1.0	0.0448	make one wise s she took	1	0.0448
1590							and eat and	1.0	0.0448	have you eaten of	1.0	0.0448	leaves together and made themselves	1.0	0.0448	one wise s she took of	1	0.0448
1591							eat and live	1.0	0.0448	you eaten of the	1.0	0.0448	together and made themselves loincloths	1.0	0.0448	wise s she took of its	1	0.0448
1592							and live forever	1.0	0.0448	i commanded you not	1.0	0.0448	and made themselves loincloths 8	1.0	0.0448	s she took of its fruit	1	0.0448
1593							live forever 23	1.0	0.0448	commanded you not to	1.0	0.0448	made themselves loincloths 8 and	1.0	0.0448	she took of its fruit and	1	0.0448
1594							forever 23 therefore	1.0	0.0448	you not to eat	1.0	0.0448	themselves loincloths 8 and they	1.0	0.0448	took of its fruit and ate	1	0.0448
1595							23 therefore the	1.0	0.0448	not to eat 12	1.0	0.0448	loincloths 8 and they heard	1.0	0.0448	of its fruit and ate and	1	0.0448
1596							therefore the lord	1.0	0.0448	to eat 12 the	1.0	0.0448	8 and they heard the	1.0	0.0448	its fruit and ate and she	1	0.0448
1597							lord god sent	1.0	0.0448	eat 12 the man	1.0	0.0448	and they heard the sound	1.0	0.0448	fruit and ate and she also	1	0.0448
1598							god sent him	1.0	0.0448	12 the man said	1.0	0.0448	they heard the sound of	1.0	0.0448	and ate and she also gave	1	0.0448
1599							sent him out	1.0	0.0448	the man said the	1.0	0.0448	heard the sound of the	1.0	0.0448	ate and she also gave some	1	0.0448
1600							from the garden	1.0	0.0448	man said the woman	1.0	0.0448	the sound of the lord	1.0	0.0448	and she also gave some to	1	0.0448
1601							the ground from	1.0	0.0448	said the woman whom	1.0	0.0448	sound of the lord god	1.0	0.0448	she also gave some to her	1	0.0448
1602							ground from which	1.0	0.0448	the woman whom you	1.0	0.0448	of the lord god walking	1.0	0.0448	also gave some to her husband	1	0.0448
1603							he was taken	1.0	0.0448	woman whom you gave	1.0	0.0448	the lord god walking in	1.0	0.0448	gave some to her husband who	1	0.0448
1604							was taken 24	1.0	0.0448	whom you gave to	1.0	0.0448	lord god walking in the	1.0	0.0448	some to her husband who was	1	0.0448
1605							taken 24 he	1.0	0.0448	you gave to be	1.0	0.0448	god walking in the garden	1.0	0.0448	to her husband who was with	1	0.0448
1606							24 he drove	1.0	0.0448	gave to be with	1.0	0.0448	walking in the garden in	1.0	0.0448	her husband who was with her	1	0.0448
1607							he drove out	1.0	0.0448	with me she gave	1.0	0.0448	in the garden in the	1.0	0.0448	husband who was with her and	1	0.0448
1608							drove out the	1.0	0.0448	me she gave me	1.0	0.0448	the garden in the cool	1.0	0.0448	was with her and he ate	1	0.0448
1609							out the man	1.0	0.0448	she gave me fruit	1.0	0.0448	garden in the cool t	1.0	0.0448	with her and he ate 7	1	0.0448
1610							man and at	1.0	0.0448	gave me fruit of	1.0	0.0448	in the cool t of	1.0	0.0448	her and he ate 7 then	1	0.0448
1611							at the east	1.0	0.0448	me fruit of the	1.0	0.0448	the cool t of the	1.0	0.0448	and he ate 7 then the	1	0.0448
1612							the east of	1.0	0.0448	of the tree and	1.0	0.0448	cool t of the day	1.0	0.0448	he ate 7 then the eyes	1	0.0448
1613							east of the	1.0	0.0448	the tree and i	1.0	0.0448	t of the day and	1.0	0.0448	ate 7 then the eyes of	1	0.0448
1614							of eden he	1.0	0.0448	tree and i ate	1.0	0.0448	of the day and the	1.0	0.0448	7 then the eyes of both	1	0.0448
1615							eden he placed	1.0	0.0448	and i ate 13	1.0	0.0448	the day and the man	1.0	0.0448	then the eyes of both were	1	0.0448
1616							he placed the	1.0	0.0448	i ate 13 then	1.0	0.0448	day and the man and	1.0	0.0448	the eyes of both were opened	1	0.0448
1617							placed the cherubim	1.0	0.0448	ate 13 then the	1.0	0.0448	man and his wife hid	1.0	0.0448	eyes of both were opened and	1	0.0448
1618							the cherubim and	1.0	0.0448	13 then the lord	1.0	0.0448	and his wife hid themselves	1.0	0.0448	of both were opened and they	1	0.0448
1619							cherubim and a	1.0	0.0448	to the woman what	1.0	0.0448	his wife hid themselves from	1.0	0.0448	both were opened and they knew	1	0.0448
1620							and a flaming	1.0	0.0448	the woman what is	1.0	0.0448	wife hid themselves from the	1.0	0.0448	were opened and they knew that	1	0.0448
1621							a flaming sword	1.0	0.0448	woman what is this	1.0	0.0448	hid themselves from the presence	1.0	0.0448	opened and they knew that they	1	0.0448
1622							flaming sword that	1.0	0.0448	that you have done	1.0	0.0448	themselves from the presence of	1.0	0.0448	and they knew that they were	1	0.0448
1623							sword that turned	1.0	0.0448	you have done the	1.0	0.0448	from the presence of the	1.0	0.0448	they knew that they were naked	1	0.0448
1624							that turned every	1.0	0.0448	have done the woman	1.0	0.0448	the presence of the lord	1.0	0.0448	knew that they were naked and	1	0.0448
1625							turned every way	1.0	0.0448	done the woman said	1.0	0.0448	presence of the lord god	1.0	0.0448	that they were naked and they	1	0.0448
1626							every way to	1.0	0.0448	the woman said the	1.0	0.0448	of the lord god among	1.0	0.0448	they were naked and they sewed	1	0.0448
1627							way to guard	1.0	0.0448	woman said the serpent	1.0	0.0448	the lord god among the	1.0	0.0448	were naked and they sewed fig	1	0.0448
1628							to guard the	1.0	0.0448	said the serpent deceived	1.0	0.0448	lord god among the trees	1.0	0.0448	naked and they sewed fig leaves	1	0.0448
1629							guard the way	1.0	0.0448	the serpent deceived me	1.0	0.0448	god among the trees of	1.0	0.0448	and they sewed fig leaves together	1	0.0448
1630							the way to	1.0	0.0448	serpent deceived me and	1.0	0.0448	among the trees of the	1.0	0.0448	they sewed fig leaves together and	1	0.0448
1631							way to the	1.0	0.0448	deceived me and i	1.0	0.0448	the trees of the garden	1.0	0.0448	sewed fig leaves together and made	1	0.0448
1632							to the tree	1.0	0.0448	me and i ate	1.0	0.0448	trees of the garden 9	1.0	0.0448	fig leaves together and made themselves	1	0.0448
1633										and i ate 14	1.0	0.0448	of the garden 9 but	1.0	0.0448	leaves together and made themselves loincloths	1	0.0448
1634										i ate 14 the	1.0	0.0448	the garden 9 but the	1.0	0.0448	together and made themselves loincloths 8	1	0.0448
1635										ate 14 the lord	1.0	0.0448	garden 9 but the lord	1.0	0.0448	and made themselves loincloths 8 and	1	0.0448
1636										14 the lord god	1.0	0.0448	9 but the lord god	1.0	0.0448	made themselves loincloths 8 and they	1	0.0448
1637										to the serpent because	1.0	0.0448	but the lord god called	1.0	0.0448	themselves loincloths 8 and they heard	1	0.0448
1638										the serpent because you	1.0	0.0448	the lord god called to	1.0	0.0448	loincloths 8 and they heard the	1	0.0448
1639										serpent because you have	1.0	0.0448	lord god called to the	1.0	0.0448	8 and they heard the sound	1	0.0448
1640										because you have done	1.0	0.0448	god called to the man	1.0	0.0448	and they heard the sound of	1	0.0448
1641										you have done this	1.0	0.0448	called to the man and	1.0	0.0448	they heard the sound of the	1	0.0448
1642										have done this cursed	1.0	0.0448	to the man and said	1.0	0.0448	heard the sound of the lord	1	0.0448
1643										done this cursed are	1.0	0.0448	the man and said to	1.0	0.0448	the sound of the lord god	1	0.0448
1644										this cursed are you	1.0	0.0448	man and said to him	1.0	0.0448	sound of the lord god walking	1	0.0448
1645										cursed are you above	1.0	0.0448	and said to him where	1.0	0.0448	of the lord god walking in	1	0.0448
1646										you above all livestock	1.0	0.0448	said to him where are	1.0	0.0448	the lord god walking in the	1	0.0448
1647										above all livestock and	1.0	0.0448	him where are you u	1.0	0.0448	lord god walking in the garden	1	0.0448
1648										all livestock and above	1.0	0.0448	where are you u 10	1.0	0.0448	god walking in the garden in	1	0.0448
1649										livestock and above all	1.0	0.0448	are you u 10 and	1.0	0.0448	walking in the garden in the	1	0.0448
1650										and above all beasts	1.0	0.0448	you u 10 and he	1.0	0.0448	in the garden in the cool	1	0.0448
1651										above all beasts of	1.0	0.0448	u 10 and he said	1.0	0.0448	the garden in the cool t	1	0.0448
1652										all beasts of the	1.0	0.0448	10 and he said i	1.0	0.0448	garden in the cool t of	1	0.0448
1653										beasts of the field	1.0	0.0448	and he said i heard	1.0	0.0448	in the cool t of the	1	0.0448
1654										of the field on	1.0	0.0448	he said i heard the	1.0	0.0448	the cool t of the day	1	0.0448
1655										the field on your	1.0	0.0448	said i heard the sound	1.0	0.0448	cool t of the day and	1	0.0448
1656										field on your belly	1.0	0.0448	i heard the sound of	1.0	0.0448	t of the day and the	1	0.0448
1657										on your belly you	1.0	0.0448	heard the sound of you	1.0	0.0448	of the day and the man	1	0.0448
1658										your belly you shall	1.0	0.0448	the sound of you in	1.0	0.0448	the day and the man and	1	0.0448
1659										belly you shall go	1.0	0.0448	sound of you in the	1.0	0.0448	day and the man and his	1	0.0448
1660										you shall go and	1.0	0.0448	of you in the garden	1.0	0.0448	the man and his wife hid	1	0.0448
1661										shall go and dust	1.0	0.0448	you in the garden and	1.0	0.0448	man and his wife hid themselves	1	0.0448
1662										go and dust you	1.0	0.0448	in the garden and i	1.0	0.0448	and his wife hid themselves from	1	0.0448
1663										and dust you shall	1.0	0.0448	the garden and i was	1.0	0.0448	his wife hid themselves from the	1	0.0448
1664										dust you shall eat	1.0	0.0448	garden and i was afraid	1.0	0.0448	wife hid themselves from the presence	1	0.0448
1665										you shall eat all	1.0	0.0448	and i was afraid because	1.0	0.0448	hid themselves from the presence of	1	0.0448
1666										shall eat all the	1.0	0.0448	i was afraid because i	1.0	0.0448	themselves from the presence of the	1	0.0448
1667										eat all the days	1.0	0.0448	was afraid because i was	1.0	0.0448	from the presence of the lord	1	0.0448
1668										of your life 15	1.0	0.0448	afraid because i was naked	1.0	0.0448	the presence of the lord god	1	0.0448
1669										your life 15 i	1.0	0.0448	because i was naked and	1.0	0.0448	presence of the lord god among	1	0.0448
1670										life 15 i will	1.0	0.0448	i was naked and i	1.0	0.0448	of the lord god among the	1	0.0448
1671										15 i will put	1.0	0.0448	was naked and i hid	1.0	0.0448	the lord god among the trees	1	0.0448
1672										i will put enmity	1.0	0.0448	naked and i hid myself	1.0	0.0448	lord god among the trees of	1	0.0448
1673										will put enmity between	1.0	0.0448	and i hid myself 11	1.0	0.0448	god among the trees of the	1	0.0448
1674										put enmity between you	1.0	0.0448	i hid myself 11 he	1.0	0.0448	among the trees of the garden	1	0.0448
1675										enmity between you and	1.0	0.0448	hid myself 11 he said	1.0	0.0448	the trees of the garden 9	1	0.0448
1676										you and the woman	1.0	0.0448	myself 11 he said who	1.0	0.0448	trees of the garden 9 but	1	0.0448
1677										and the woman and	1.0	0.0448	11 he said who told	1.0	0.0448	of the garden 9 but the	1	0.0448
1678										the woman and between	1.0	0.0448	he said who told you	1.0	0.0448	the garden 9 but the lord	1	0.0448
1679										woman and between your	1.0	0.0448	said who told you that	1.0	0.0448	garden 9 but the lord god	1	0.0448
1680										and between your offspring	1.0	0.0448	who told you that you	1.0	0.0448	9 but the lord god called	1	0.0448
1681										between your offspring v	1.0	0.0448	told you that you were	1.0	0.0448	but the lord god called to	1	0.0448
1682										your offspring v and	1.0	0.0448	you that you were naked	1.0	0.0448	the lord god called to the	1	0.0448
1683										offspring v and her	1.0	0.0448	that you were naked have	1.0	0.0448	lord god called to the man	1	0.0448
1684										v and her offspring	1.0	0.0448	you were naked have you	1.0	0.0448	god called to the man and	1	0.0448
1685										and her offspring he	1.0	0.0448	were naked have you eaten	1.0	0.0448	called to the man and said	1	0.0448
1686										her offspring he shall	1.0	0.0448	naked have you eaten of	1.0	0.0448	to the man and said to	1	0.0448
1687										offspring he shall bruise	1.0	0.0448	have you eaten of the	1.0	0.0448	the man and said to him	1	0.0448
1688										he shall bruise your	1.0	0.0448	you eaten of the tree	1.0	0.0448	man and said to him where	1	0.0448
1689										shall bruise your head	1.0	0.0448	which i commanded you not	1.0	0.0448	and said to him where are	1	0.0448
1690										bruise your head and	1.0	0.0448	i commanded you not to	1.0	0.0448	said to him where are you	1	0.0448
1691										your head and you	1.0	0.0448	commanded you not to eat	1.0	0.0448	to him where are you u	1	0.0448
1692										head and you shall	1.0	0.0448	you not to eat 12	1.0	0.0448	him where are you u 10	1	0.0448
1693										and you shall bruise	1.0	0.0448	not to eat 12 the	1.0	0.0448	where are you u 10 and	1	0.0448
1694										you shall bruise his	1.0	0.0448	to eat 12 the man	1.0	0.0448	are you u 10 and he	1	0.0448
1695										shall bruise his heel	1.0	0.0448	eat 12 the man said	1.0	0.0448	you u 10 and he said	1	0.0448
1696										bruise his heel 16	1.0	0.0448	12 the man said the	1.0	0.0448	u 10 and he said i	1	0.0448
1697										his heel 16 to	1.0	0.0448	the man said the woman	1.0	0.0448	10 and he said i heard	1	0.0448
1698										heel 16 to the	1.0	0.0448	man said the woman whom	1.0	0.0448	and he said i heard the	1	0.0448
1699										16 to the woman	1.0	0.0448	said the woman whom you	1.0	0.0448	he said i heard the sound	1	0.0448
1700										to the woman he	1.0	0.0448	the woman whom you gave	1.0	0.0448	said i heard the sound of	1	0.0448
1701										the woman he said	1.0	0.0448	woman whom you gave to	1.0	0.0448	i heard the sound of you	1	0.0448
1702										woman he said i	1.0	0.0448	whom you gave to be	1.0	0.0448	heard the sound of you in	1	0.0448
1703										he said i will	1.0	0.0448	you gave to be with	1.0	0.0448	the sound of you in the	1	0.0448
1704										said i will surely	1.0	0.0448	gave to be with me	1.0	0.0448	sound of you in the garden	1	0.0448
1705										i will surely multiply	1.0	0.0448	be with me she gave	1.0	0.0448	of you in the garden and	1	0.0448
1706										will surely multiply your	1.0	0.0448	with me she gave me	1.0	0.0448	you in the garden and i	1	0.0448
1707										surely multiply your pain	1.0	0.0448	me she gave me fruit	1.0	0.0448	in the garden and i was	1	0.0448
1708										multiply your pain in	1.0	0.0448	she gave me fruit of	1.0	0.0448	the garden and i was afraid	1	0.0448
1709										your pain in childbearing	1.0	0.0448	gave me fruit of the	1.0	0.0448	garden and i was afraid because	1	0.0448
1710										pain in childbearing in	1.0	0.0448	me fruit of the tree	1.0	0.0448	and i was afraid because i	1	0.0448
1711										in childbearing in pain	1.0	0.0448	fruit of the tree and	1.0	0.0448	i was afraid because i was	1	0.0448
1712										childbearing in pain you	1.0	0.0448	of the tree and i	1.0	0.0448	was afraid because i was naked	1	0.0448
1713										pain you shall bring	1.0	0.0448	the tree and i ate	1.0	0.0448	afraid because i was naked and	1	0.0448
1714										you shall bring forth	1.0	0.0448	tree and i ate 13	1.0	0.0448	because i was naked and i	1	0.0448
1715										shall bring forth children	1.0	0.0448	and i ate 13 then	1.0	0.0448	i was naked and i hid	1	0.0448
1716										bring forth children your	1.0	0.0448	i ate 13 then the	1.0	0.0448	was naked and i hid myself	1	0.0448
1717										forth children your desire	1.0	0.0448	ate 13 then the lord	1.0	0.0448	naked and i hid myself 11	1	0.0448
1718										children your desire shall	1.0	0.0448	13 then the lord god	1.0	0.0448	and i hid myself 11 he	1	0.0448
1719										your desire shall be	1.0	0.0448	god said to the woman	1.0	0.0448	i hid myself 11 he said	1	0.0448
1720										desire shall be contrary	1.0	0.0448	said to the woman what	1.0	0.0448	hid myself 11 he said who	1	0.0448
1721										shall be contrary to	1.0	0.0448	to the woman what is	1.0	0.0448	myself 11 he said who told	1	0.0448
1722										be contrary to w	1.0	0.0448	the woman what is this	1.0	0.0448	11 he said who told you	1	0.0448
1723										contrary to w your	1.0	0.0448	woman what is this that	1.0	0.0448	he said who told you that	1	0.0448
1724										to w your husband	1.0	0.0448	this that you have done	1.0	0.0448	said who told you that you	1	0.0448
1725										w your husband but	1.0	0.0448	that you have done the	1.0	0.0448	who told you that you were	1	0.0448
1726										your husband but he	1.0	0.0448	you have done the woman	1.0	0.0448	told you that you were naked	1	0.0448
1727										husband but he shall	1.0	0.0448	have done the woman said	1.0	0.0448	you that you were naked have	1	0.0448
1728										but he shall rule	1.0	0.0448	done the woman said the	1.0	0.0448	that you were naked have you	1	0.0448
1729										he shall rule over	1.0	0.0448	the woman said the serpent	1.0	0.0448	you were naked have you eaten	1	0.0448
1730										shall rule over you	1.0	0.0448	woman said the serpent deceived	1.0	0.0448	were naked have you eaten of	1	0.0448
1731										rule over you 17	1.0	0.0448	said the serpent deceived me	1.0	0.0448	naked have you eaten of the	1	0.0448
1732										over you 17 and	1.0	0.0448	the serpent deceived me and	1.0	0.0448	have you eaten of the tree	1	0.0448
1733										you 17 and to	1.0	0.0448	serpent deceived me and i	1.0	0.0448	you eaten of the tree of	1	0.0448
1734										17 and to adam	1.0	0.0448	deceived me and i ate	1.0	0.0448	of which i commanded you not	1	0.0448
1735										and to adam he	1.0	0.0448	me and i ate 14	1.0	0.0448	which i commanded you not to	1	0.0448
1736										to adam he said	1.0	0.0448	and i ate 14 the	1.0	0.0448	i commanded you not to eat	1	0.0448
1737										adam he said because	1.0	0.0448	i ate 14 the lord	1.0	0.0448	commanded you not to eat 12	1	0.0448
1738										he said because you	1.0	0.0448	ate 14 the lord god	1.0	0.0448	you not to eat 12 the	1	0.0448
1739										said because you have	1.0	0.0448	14 the lord god said	1.0	0.0448	not to eat 12 the man	1	0.0448
1740										because you have listened	1.0	0.0448	god said to the serpent	1.0	0.0448	to eat 12 the man said	1	0.0448
1741										you have listened to	1.0	0.0448	said to the serpent because	1.0	0.0448	eat 12 the man said the	1	0.0448
1742										have listened to the	1.0	0.0448	to the serpent because you	1.0	0.0448	12 the man said the woman	1	0.0448
1743										listened to the voice	1.0	0.0448	the serpent because you have	1.0	0.0448	the man said the woman whom	1	0.0448
1744										to the voice of	1.0	0.0448	serpent because you have done	1.0	0.0448	man said the woman whom you	1	0.0448
