	1gram	1freq	1freqratio	2gram	2freq	2freqratio	3gram	3freq	3freqratio	4gram	4freq	4freqratio	5gram	5freq	5freqratio	6gram	6freq	6freqratio
13944										that he was alive	1.0	0.0064	on him and kneeling down	1.0	0.0064	they bound jesus and led him	1	0.0064
13945										he was alive and	1.0	0.0064	him and kneeling down in	1.0	0.0064	bound jesus and led him away	1	0.0064
13946										was alive and had	1.0	0.0064	and kneeling down in homage	1.0	0.0064	jesus and led him away and	1	0.0064
13947										alive and had been	1.0	0.0064	kneeling down in homage to	1.0	0.0064	and led him away and delivered	1	0.0064
13948										and had been seen	1.0	0.0064	down in homage to him	1.0	0.0064	led him away and delivered him	1	0.0064
13949										had been seen by	1.0	0.0064	in homage to him 20	1.0	0.0064	him away and delivered him over	1	0.0064
13950										been seen by her	1.0	0.0064	homage to him 20 and	1.0	0.0064	away and delivered him over to	1	0.0064
13951										seen by her they	1.0	0.0064	to him 20 and when	1.0	0.0064	and delivered him over to pilate	1	0.0064
13952										they would not believe	1.0	0.0064	him 20 and when they	1.0	0.0064	delivered him over to pilate 2	1	0.0064
13953										would not believe it	1.0	0.0064	20 and when they had	1.0	0.0064	him over to pilate 2 and	1	0.0064
13954										not believe it jesus	1.0	0.0064	and when they had mocked	1.0	0.0064	over to pilate 2 and pilate	1	0.0064
13955										believe it jesus appears	1.0	0.0064	when they had mocked him	1.0	0.0064	to pilate 2 and pilate asked	1	0.0064
13956										it jesus appears to	1.0	0.0064	they had mocked him they	1.0	0.0064	pilate 2 and pilate asked him	1	0.0064
13957										jesus appears to two	1.0	0.0064	had mocked him they stripped	1.0	0.0064	2 and pilate asked him are	1	0.0064
13958										appears to two disciples	1.0	0.0064	mocked him they stripped him	1.0	0.0064	and pilate asked him are you	1	0.0064
13959										to two disciples 12	1.0	0.0064	him they stripped him of	1.0	0.0064	pilate asked him are you the	1	0.0064
13960										two disciples 12 after	1.0	0.0064	they stripped him of the	1.0	0.0064	asked him are you the king	1	0.0064
13961										disciples 12 after these	1.0	0.0064	stripped him of the purple	1.0	0.0064	him are you the king of	1	0.0064
13962										12 after these things	1.0	0.0064	him of the purple cloak	1.0	0.0064	are you the king of the	1	0.0064
13963										after these things he	1.0	0.0064	of the purple cloak and	1.0	0.0064	the king of the jews and	1	0.0064
13964										these things he appeared	1.0	0.0064	the purple cloak and put	1.0	0.0064	king of the jews and he	1	0.0064
13965										things he appeared in	1.0	0.0064	purple cloak and put his	1.0	0.0064	of the jews and he answered	1	0.0064
13966										he appeared in another	1.0	0.0064	cloak and put his own	1.0	0.0064	the jews and he answered him	1	0.0064
13967										appeared in another form	1.0	0.0064	and put his own clothes	1.0	0.0064	jews and he answered him you	1	0.0064
13968										in another form to	1.0	0.0064	put his own clothes on	1.0	0.0064	and he answered him you have	1	0.0064
13969										another form to two	1.0	0.0064	his own clothes on him	1.0	0.0064	he answered him you have said	1	0.0064
13970										form to two of	1.0	0.0064	own clothes on him and	1.0	0.0064	answered him you have said so	1	0.0064
13971										to two of them	1.0	0.0064	clothes on him and they	1.0	0.0064	him you have said so 3	1	0.0064
13972										two of them as	1.0	0.0064	on him and they led	1.0	0.0064	you have said so 3 and	1	0.0064
13973										as they were walking	1.0	0.0064	him and they led him	1.0	0.0064	have said so 3 and the	1	0.0064
13974										they were walking into	1.0	0.0064	and they led him out	1.0	0.0064	said so 3 and the chief	1	0.0064
13975										were walking into the	1.0	0.0064	they led him out to	1.0	0.0064	so 3 and the chief priests	1	0.0064
13976										walking into the country	1.0	0.0064	led him out to crucify	1.0	0.0064	3 and the chief priests accused	1	0.0064
13977										into the country 13	1.0	0.0064	him out to crucify him	1.0	0.0064	and the chief priests accused him	1	0.0064
13978										the country 13 and	1.0	0.0064	out to crucify him the	1.0	0.0064	the chief priests accused him of	1	0.0064
13979										country 13 and they	1.0	0.0064	to crucify him the crucifixion	1.0	0.0064	chief priests accused him of many	1	0.0064
13980										13 and they went	1.0	0.0064	crucify him the crucifixion 21	1.0	0.0064	priests accused him of many things	1	0.0064
13981										and they went back	1.0	0.0064	him the crucifixion 21 and	1.0	0.0064	accused him of many things 4	1	0.0064
13982										they went back and	1.0	0.0064	the crucifixion 21 and they	1.0	0.0064	him of many things 4 and	1	0.0064
13983										went back and told	1.0	0.0064	crucifixion 21 and they compelled	1.0	0.0064	of many things 4 and pilate	1	0.0064
13984										back and told the	1.0	0.0064	21 and they compelled a	1.0	0.0064	many things 4 and pilate again	1	0.0064
13985										and told the rest	1.0	0.0064	and they compelled a passerby	1.0	0.0064	things 4 and pilate again asked	1	0.0064
13986										told the rest but	1.0	0.0064	they compelled a passerby simon	1.0	0.0064	4 and pilate again asked him	1	0.0064
13987										the rest but they	1.0	0.0064	compelled a passerby simon of	1.0	0.0064	and pilate again asked him have	1	0.0064
13988										rest but they did	1.0	0.0064	a passerby simon of cyrene	1.0	0.0064	pilate again asked him have you	1	0.0064
13989										they did not believe	1.0	0.0064	passerby simon of cyrene who	1.0	0.0064	again asked him have you no	1	0.0064
13990										did not believe them	1.0	0.0064	simon of cyrene who was	1.0	0.0064	asked him have you no answer	1	0.0064
13991										not believe them the	1.0	0.0064	of cyrene who was coming	1.0	0.0064	him have you no answer to	1	0.0064
13992										believe them the great	1.0	0.0064	cyrene who was coming in	1.0	0.0064	you no answer to make see	1	0.0064
13993										them the great commission	1.0	0.0064	who was coming in from	1.0	0.0064	no answer to make see how	1	0.0064
13994										the great commission 14	1.0	0.0064	was coming in from the	1.0	0.0064	answer to make see how many	1	0.0064
13995										great commission 14 afterward	1.0	0.0064	coming in from the country	1.0	0.0064	to make see how many charges	1	0.0064
13996										commission 14 afterward he	1.0	0.0064	in from the country the	1.0	0.0064	make see how many charges they	1	0.0064
13997										14 afterward he appeared	1.0	0.0064	from the country the father	1.0	0.0064	see how many charges they bring	1	0.0064
13998										afterward he appeared to	1.0	0.0064	the country the father of	1.0	0.0064	how many charges they bring against	1	0.0064
13999										he appeared to the	1.0	0.0064	country the father of alexander	1.0	0.0064	many charges they bring against you	1	0.0064
14000										appeared to the eleven	1.0	0.0064	the father of alexander and	1.0	0.0064	charges they bring against you 5	1	0.0064
14001										to the eleven themselves	1.0	0.0064	father of alexander and rufus	1.0	0.0064	they bring against you 5 but	1	0.0064
14002										the eleven themselves as	1.0	0.0064	of alexander and rufus to	1.0	0.0064	bring against you 5 but jesus	1	0.0064
14003										eleven themselves as they	1.0	0.0064	alexander and rufus to carry	1.0	0.0064	against you 5 but jesus made	1	0.0064
14004										at table and he	1.0	0.0064	and rufus to carry his	1.0	0.0064	you 5 but jesus made no	1	0.0064
14005										table and he rebuked	1.0	0.0064	rufus to carry his cross	1.0	0.0064	5 but jesus made no further	1	0.0064
14006										and he rebuked them	1.0	0.0064	to carry his cross 22	1.0	0.0064	but jesus made no further answer	1	0.0064
14007										he rebuked them for	1.0	0.0064	carry his cross 22 and	1.0	0.0064	jesus made no further answer so	1	0.0064
14008										rebuked them for their	1.0	0.0064	his cross 22 and they	1.0	0.0064	made no further answer so that	1	0.0064
14009										them for their unbelief	1.0	0.0064	cross 22 and they brought	1.0	0.0064	no further answer so that pilate	1	0.0064
14010										for their unbelief and	1.0	0.0064	22 and they brought him	1.0	0.0064	further answer so that pilate was	1	0.0064
14011										their unbelief and hardness	1.0	0.0064	and they brought him to	1.0	0.0064	answer so that pilate was amazed	1	0.0064
14012										unbelief and hardness of	1.0	0.0064	they brought him to the	1.0	0.0064	so that pilate was amazed pilate	1	0.0064
14013										and hardness of heart	1.0	0.0064	brought him to the place	1.0	0.0064	that pilate was amazed pilate delivers	1	0.0064
14014										hardness of heart because	1.0	0.0064	him to the place called	1.0	0.0064	pilate was amazed pilate delivers jesus	1	0.0064
14015										of heart because they	1.0	0.0064	to the place called golgotha	1.0	0.0064	was amazed pilate delivers jesus to	1	0.0064
14016										heart because they had	1.0	0.0064	the place called golgotha which	1.0	0.0064	amazed pilate delivers jesus to be	1	0.0064
14017										they had not believed	1.0	0.0064	place called golgotha which means	1.0	0.0064	pilate delivers jesus to be crucified	1	0.0064
14018										had not believed those	1.0	0.0064	called golgotha which means place	1.0	0.0064	delivers jesus to be crucified 6	1	0.0064
14019										not believed those who	1.0	0.0064	golgotha which means place of	1.0	0.0064	jesus to be crucified 6 now	1	0.0064
14020										believed those who saw	1.0	0.0064	which means place of a	1.0	0.0064	to be crucified 6 now at	1	0.0064
14021										those who saw him	1.0	0.0064	means place of a skull	1.0	0.0064	be crucified 6 now at the	1	0.0064
14022										who saw him after	1.0	0.0064	place of a skull 23	1.0	0.0064	crucified 6 now at the feast	1	0.0064
14023										saw him after he	1.0	0.0064	of a skull 23 and	1.0	0.0064	6 now at the feast he	1	0.0064
14024										after he had risen	1.0	0.0064	a skull 23 and they	1.0	0.0064	now at the feast he used	1	0.0064
14025										he had risen 15	1.0	0.0064	skull 23 and they offered	1.0	0.0064	at the feast he used to	1	0.0064
14026										had risen 15 and	1.0	0.0064	23 and they offered him	1.0	0.0064	the feast he used to release	1	0.0064
14027										risen 15 and he	1.0	0.0064	and they offered him wine	1.0	0.0064	feast he used to release for	1	0.0064
14028										15 and he said	1.0	0.0064	they offered him wine mixed	1.0	0.0064	he used to release for them	1	0.0064
14029										them go into all	1.0	0.0064	offered him wine mixed with	1.0	0.0064	used to release for them one	1	0.0064
14030										go into all the	1.0	0.0064	him wine mixed with myrrh	1.0	0.0064	to release for them one prisoner	1	0.0064
14031										into all the world	1.0	0.0064	wine mixed with myrrh but	1.0	0.0064	release for them one prisoner for	1	0.0064
14032										all the world and	1.0	0.0064	mixed with myrrh but he	1.0	0.0064	for them one prisoner for whom	1	0.0064
14033										the world and proclaim	1.0	0.0064	with myrrh but he did	1.0	0.0064	them one prisoner for whom they	1	0.0064
14034										world and proclaim the	1.0	0.0064	myrrh but he did not	1.0	0.0064	one prisoner for whom they asked	1	0.0064
14035										and proclaim the gospel	1.0	0.0064	but he did not take	1.0	0.0064	prisoner for whom they asked 7	1	0.0064
14036										proclaim the gospel to	1.0	0.0064	he did not take it	1.0	0.0064	for whom they asked 7 and	1	0.0064
14037										the gospel to the	1.0	0.0064	did not take it 24	1.0	0.0064	whom they asked 7 and among	1	0.0064
14038										gospel to the whole	1.0	0.0064	not take it 24 and	1.0	0.0064	they asked 7 and among the	1	0.0064
14039										to the whole creation	1.0	0.0064	take it 24 and they	1.0	0.0064	asked 7 and among the rebels	1	0.0064
14040										the whole creation 16	1.0	0.0064	it 24 and they crucified	1.0	0.0064	7 and among the rebels in	1	0.0064
14041										whole creation 16 whoever	1.0	0.0064	24 and they crucified him	1.0	0.0064	and among the rebels in prison	1	0.0064
14042										creation 16 whoever believes	1.0	0.0064	and they crucified him and	1.0	0.0064	among the rebels in prison who	1	0.0064
14043										16 whoever believes and	1.0	0.0064	they crucified him and divided	1.0	0.0064	the rebels in prison who had	1	0.0064
14044										whoever believes and is	1.0	0.0064	crucified him and divided his	1.0	0.0064	rebels in prison who had committed	1	0.0064
14045										believes and is baptized	1.0	0.0064	him and divided his garments	1.0	0.0064	in prison who had committed murder	1	0.0064
14046										and is baptized will	1.0	0.0064	and divided his garments among	1.0	0.0064	prison who had committed murder in	1	0.0064
14047										is baptized will be	1.0	0.0064	divided his garments among them	1.0	0.0064	who had committed murder in the	1	0.0064
14048										baptized will be saved	1.0	0.0064	his garments among them casting	1.0	0.0064	had committed murder in the insurrection	1	0.0064
14049										will be saved but	1.0	0.0064	garments among them casting lots	1.0	0.0064	committed murder in the insurrection there	1	0.0064
14050										be saved but whoever	1.0	0.0064	among them casting lots for	1.0	0.0064	murder in the insurrection there was	1	0.0064
14051										saved but whoever does	1.0	0.0064	them casting lots for them	1.0	0.0064	in the insurrection there was a	1	0.0064
14052										but whoever does not	1.0	0.0064	casting lots for them to	1.0	0.0064	the insurrection there was a man	1	0.0064
14053										whoever does not believe	1.0	0.0064	lots for them to decide	1.0	0.0064	insurrection there was a man called	1	0.0064
14054										does not believe will	1.0	0.0064	for them to decide what	1.0	0.0064	there was a man called barabbas	1	0.0064
14055										not believe will be	1.0	0.0064	them to decide what each	1.0	0.0064	was a man called barabbas 8	1	0.0064
14056										believe will be condemned	1.0	0.0064	to decide what each should	1.0	0.0064	a man called barabbas 8 and	1	0.0064
14057										will be condemned 17	1.0	0.0064	decide what each should take	1.0	0.0064	man called barabbas 8 and the	1	0.0064
14058										be condemned 17 and	1.0	0.0064	what each should take 25	1.0	0.0064	called barabbas 8 and the crowd	1	0.0064
14059										condemned 17 and these	1.0	0.0064	each should take 25 and	1.0	0.0064	barabbas 8 and the crowd came	1	0.0064
14060										17 and these signs	1.0	0.0064	should take 25 and it	1.0	0.0064	8 and the crowd came up	1	0.0064
14061										and these signs will	1.0	0.0064	take 25 and it was	1.0	0.0064	and the crowd came up and	1	0.0064
14062										these signs will accompany	1.0	0.0064	25 and it was the	1.0	0.0064	the crowd came up and began	1	0.0064
14063										signs will accompany those	1.0	0.0064	and it was the third	1.0	0.0064	crowd came up and began to	1	0.0064
14064										will accompany those who	1.0	0.0064	it was the third hour	1.0	0.0064	came up and began to ask	1	0.0064
14065										accompany those who believe	1.0	0.0064	was the third hour q	1.0	0.0064	up and began to ask pilate	1	0.0064
14066										those who believe in	1.0	0.0064	the third hour q when	1.0	0.0064	and began to ask pilate to	1	0.0064
14067										who believe in my	1.0	0.0064	third hour q when they	1.0	0.0064	began to ask pilate to do	1	0.0064
14068										believe in my name	1.0	0.0064	hour q when they crucified	1.0	0.0064	to ask pilate to do as	1	0.0064
14069										in my name they	1.0	0.0064	q when they crucified him	1.0	0.0064	ask pilate to do as he	1	0.0064
14070										my name they will	1.0	0.0064	when they crucified him 26	1.0	0.0064	pilate to do as he usually	1	0.0064
14071										name they will cast	1.0	0.0064	they crucified him 26 and	1.0	0.0064	to do as he usually did	1	0.0064
14072										they will cast out	1.0	0.0064	crucified him 26 and the	1.0	0.0064	do as he usually did for	1	0.0064
14073										will cast out demons	1.0	0.0064	him 26 and the inscription	1.0	0.0064	as he usually did for them	1	0.0064
14074										cast out demons they	1.0	0.0064	26 and the inscription of	1.0	0.0064	he usually did for them 9	1	0.0064
14075										out demons they will	1.0	0.0064	and the inscription of the	1.0	0.0064	usually did for them 9 and	1	0.0064
14076										demons they will speak	1.0	0.0064	the inscription of the charge	1.0	0.0064	did for them 9 and he	1	0.0064
14077										they will speak in	1.0	0.0064	inscription of the charge against	1.0	0.0064	for them 9 and he answered	1	0.0064
14078										will speak in new	1.0	0.0064	of the charge against him	1.0	0.0064	them 9 and he answered them	1	0.0064
14079										speak in new tongues	1.0	0.0064	the charge against him read	1.0	0.0064	9 and he answered them saying	1	0.0064
14080										in new tongues 18	1.0	0.0064	charge against him read the	1.0	0.0064	and he answered them saying do	1	0.0064
14081										new tongues 18 they	1.0	0.0064	against him read the king	1.0	0.0064	he answered them saying do you	1	0.0064
14082										tongues 18 they will	1.0	0.0064	him read the king of	1.0	0.0064	answered them saying do you want	1	0.0064
14083										18 they will pick	1.0	0.0064	read the king of the	1.0	0.0064	them saying do you want me	1	0.0064
14084										they will pick up	1.0	0.0064	king of the jews 27	1.0	0.0064	saying do you want me to	1	0.0064
14085										will pick up serpents	1.0	0.0064	of the jews 27 and	1.0	0.0064	do you want me to release	1	0.0064
14086										pick up serpents with	1.0	0.0064	the jews 27 and with	1.0	0.0064	you want me to release for	1	0.0064
14087										up serpents with their	1.0	0.0064	jews 27 and with him	1.0	0.0064	want me to release for you	1	0.0064
14088										serpents with their hands	1.0	0.0064	27 and with him they	1.0	0.0064	me to release for you the	1	0.0064
14089										with their hands and	1.0	0.0064	and with him they crucified	1.0	0.0064	to release for you the king	1	0.0064
14090										their hands and if	1.0	0.0064	with him they crucified two	1.0	0.0064	release for you the king of	1	0.0064
14091										hands and if they	1.0	0.0064	him they crucified two robbers	1.0	0.0064	for you the king of the	1	0.0064
14092										and if they drink	1.0	0.0064	they crucified two robbers one	1.0	0.0064	the king of the jews 10	1	0.0064
14093										if they drink any	1.0	0.0064	crucified two robbers one on	1.0	0.0064	king of the jews 10 for	1	0.0064
14094										they drink any deadly	1.0	0.0064	two robbers one on his	1.0	0.0064	of the jews 10 for he	1	0.0064
14095										drink any deadly poison	1.0	0.0064	robbers one on his right	1.0	0.0064	the jews 10 for he perceived	1	0.0064
14096										any deadly poison it	1.0	0.0064	one on his right and	1.0	0.0064	jews 10 for he perceived that	1	0.0064
14097										deadly poison it will	1.0	0.0064	on his right and one	1.0	0.0064	10 for he perceived that it	1	0.0064
14098										poison it will not	1.0	0.0064	his right and one on	1.0	0.0064	for he perceived that it was	1	0.0064
14099										it will not hurt	1.0	0.0064	right and one on his	1.0	0.0064	he perceived that it was out	1	0.0064
14100										will not hurt them	1.0	0.0064	and one on his left	1.0	0.0064	perceived that it was out of	1	0.0064
14101										not hurt them they	1.0	0.0064	one on his left r	1.0	0.0064	that it was out of envy	1	0.0064
14102										hurt them they will	1.0	0.0064	on his left r 29	1.0	0.0064	it was out of envy that	1	0.0064
14103										them they will lay	1.0	0.0064	his left r 29 and	1.0	0.0064	was out of envy that the	1	0.0064
14104										they will lay their	1.0	0.0064	left r 29 and those	1.0	0.0064	out of envy that the chief	1	0.0064
14105										will lay their hands	1.0	0.0064	r 29 and those who	1.0	0.0064	of envy that the chief priests	1	0.0064
14106										lay their hands on	1.0	0.0064	29 and those who passed	1.0	0.0064	envy that the chief priests had	1	0.0064
14107										their hands on the	1.0	0.0064	and those who passed by	1.0	0.0064	that the chief priests had delivered	1	0.0064
14108										hands on the sick	1.0	0.0064	those who passed by derided	1.0	0.0064	the chief priests had delivered him	1	0.0064
14109										on the sick and	1.0	0.0064	who passed by derided him	1.0	0.0064	chief priests had delivered him up	1	0.0064
14110										the sick and they	1.0	0.0064	passed by derided him wagging	1.0	0.0064	priests had delivered him up 11	1	0.0064
14111										sick and they will	1.0	0.0064	by derided him wagging their	1.0	0.0064	had delivered him up 11 but	1	0.0064
14112										and they will recover	1.0	0.0064	derided him wagging their heads	1.0	0.0064	delivered him up 11 but the	1	0.0064
14113										they will recover 19	1.0	0.0064	him wagging their heads and	1.0	0.0064	him up 11 but the chief	1	0.0064
14114										will recover 19 so	1.0	0.0064	wagging their heads and saying	1.0	0.0064	up 11 but the chief priests	1	0.0064
14115										recover 19 so then	1.0	0.0064	their heads and saying aha	1.0	0.0064	11 but the chief priests stirred	1	0.0064
14116										19 so then the	1.0	0.0064	heads and saying aha you	1.0	0.0064	but the chief priests stirred up	1	0.0064
14117										so then the lord	1.0	0.0064	and saying aha you who	1.0	0.0064	the chief priests stirred up the	1	0.0064
14118										then the lord jesus	1.0	0.0064	saying aha you who would	1.0	0.0064	chief priests stirred up the crowd	1	0.0064
14119										the lord jesus after	1.0	0.0064	aha you who would destroy	1.0	0.0064	priests stirred up the crowd to	1	0.0064
14120										lord jesus after he	1.0	0.0064	you who would destroy the	1.0	0.0064	stirred up the crowd to have	1	0.0064
14121										jesus after he had	1.0	0.0064	who would destroy the temple	1.0	0.0064	up the crowd to have him	1	0.0064
14122										after he had spoken	1.0	0.0064	would destroy the temple and	1.0	0.0064	the crowd to have him release	1	0.0064
14123										he had spoken to	1.0	0.0064	destroy the temple and rebuild	1.0	0.0064	crowd to have him release for	1	0.0064
14124										had spoken to them	1.0	0.0064	the temple and rebuild it	1.0	0.0064	to have him release for them	1	0.0064
14125										spoken to them was	1.0	0.0064	temple and rebuild it in	1.0	0.0064	have him release for them barabbas	1	0.0064
14126										to them was taken	1.0	0.0064	and rebuild it in three	1.0	0.0064	him release for them barabbas instead	1	0.0064
14127										them was taken up	1.0	0.0064	rebuild it in three days	1.0	0.0064	release for them barabbas instead 12	1	0.0064
14128										was taken up into	1.0	0.0064	it in three days 30	1.0	0.0064	for them barabbas instead 12 and	1	0.0064
14129										taken up into heaven	1.0	0.0064	in three days 30 save	1.0	0.0064	them barabbas instead 12 and pilate	1	0.0064
14130										up into heaven and	1.0	0.0064	three days 30 save yourself	1.0	0.0064	barabbas instead 12 and pilate again	1	0.0064
14131										into heaven and sat	1.0	0.0064	days 30 save yourself and	1.0	0.0064	instead 12 and pilate again said	1	0.0064
14132										heaven and sat down	1.0	0.0064	30 save yourself and come	1.0	0.0064	12 and pilate again said to	1	0.0064
14133										and sat down at	1.0	0.0064	save yourself and come down	1.0	0.0064	and pilate again said to them	1	0.0064
14134										sat down at the	1.0	0.0064	yourself and come down from	1.0	0.0064	pilate again said to them then	1	0.0064
14135										down at the right	1.0	0.0064	and come down from the	1.0	0.0064	again said to them then what	1	0.0064
14136										right hand of god	1.0	0.0064	come down from the cross	1.0	0.0064	said to them then what shall	1	0.0064
14137										hand of god 20	1.0	0.0064	down from the cross 31	1.0	0.0064	to them then what shall i	1	0.0064
14138										of god 20 and	1.0	0.0064	from the cross 31 so	1.0	0.0064	them then what shall i do	1	0.0064
14139										god 20 and they	1.0	0.0064	the cross 31 so also	1.0	0.0064	then what shall i do with	1	0.0064
14140										20 and they went	1.0	0.0064	cross 31 so also the	1.0	0.0064	what shall i do with the	1	0.0064
14141										went out and preached	1.0	0.0064	31 so also the chief	1.0	0.0064	shall i do with the man	1	0.0064
14142										out and preached everywhere	1.0	0.0064	so also the chief priests	1.0	0.0064	i do with the man you	1	0.0064
14143										and preached everywhere while	1.0	0.0064	also the chief priests with	1.0	0.0064	do with the man you call	1	0.0064
14144										preached everywhere while the	1.0	0.0064	the chief priests with the	1.0	0.0064	with the man you call the	1	0.0064
14145										everywhere while the lord	1.0	0.0064	chief priests with the scribes	1.0	0.0064	the man you call the king	1	0.0064
14146										while the lord worked	1.0	0.0064	priests with the scribes mocked	1.0	0.0064	man you call the king of	1	0.0064
14147										the lord worked with	1.0	0.0064	with the scribes mocked him	1.0	0.0064	you call the king of the	1	0.0064
14148										lord worked with them	1.0	0.0064	the scribes mocked him to	1.0	0.0064	call the king of the jews	1	0.0064
14149										worked with them and	1.0	0.0064	scribes mocked him to one	1.0	0.0064	the king of the jews 13	1	0.0064
14150										with them and confirmed	1.0	0.0064	mocked him to one another	1.0	0.0064	king of the jews 13 and	1	0.0064
14151										them and confirmed the	1.0	0.0064	him to one another saying	1.0	0.0064	of the jews 13 and they	1	0.0064
14152										and confirmed the message	1.0	0.0064	to one another saying he	1.0	0.0064	the jews 13 and they cried	1	0.0064
14153										confirmed the message by	1.0	0.0064	one another saying he saved	1.0	0.0064	jews 13 and they cried out	1	0.0064
14154										the message by accompanying	1.0	0.0064	another saying he saved others	1.0	0.0064	13 and they cried out again	1	0.0064
14155										message by accompanying signs	1.0	0.0064	saying he saved others he	1.0	0.0064	and they cried out again crucify	1	0.0064
14156													he saved others he cannot	1.0	0.0064	they cried out again crucify him	1	0.0064
14157													saved others he cannot save	1.0	0.0064	cried out again crucify him 14	1	0.0064
14158													others he cannot save himself	1.0	0.0064	out again crucify him 14 and	1	0.0064
14159													he cannot save himself 32	1.0	0.0064	again crucify him 14 and pilate	1	0.0064
14160													cannot save himself 32 let	1.0	0.0064	crucify him 14 and pilate said	1	0.0064
14161													save himself 32 let the	1.0	0.0064	him 14 and pilate said to	1	0.0064
14162													himself 32 let the christ	1.0	0.0064	14 and pilate said to them	1	0.0064
14163													32 let the christ the	1.0	0.0064	and pilate said to them why	1	0.0064
14164													let the christ the king	1.0	0.0064	pilate said to them why what	1	0.0064
14165													the christ the king of	1.0	0.0064	said to them why what evil	1	0.0064
14166													christ the king of israel	1.0	0.0064	to them why what evil has	1	0.0064
14167													the king of israel come	1.0	0.0064	them why what evil has he	1	0.0064
14168													king of israel come down	1.0	0.0064	why what evil has he done	1	0.0064
14169													of israel come down now	1.0	0.0064	what evil has he done but	1	0.0064
14170													israel come down now from	1.0	0.0064	evil has he done but they	1	0.0064
14171													come down now from the	1.0	0.0064	has he done but they shouted	1	0.0064
14172													down now from the cross	1.0	0.0064	he done but they shouted all	1	0.0064
14173													now from the cross that	1.0	0.0064	done but they shouted all the	1	0.0064
14174													from the cross that we	1.0	0.0064	but they shouted all the more	1	0.0064
14175													the cross that we may	1.0	0.0064	they shouted all the more crucify	1	0.0064
14176													cross that we may see	1.0	0.0064	shouted all the more crucify him	1	0.0064
14177													that we may see and	1.0	0.0064	all the more crucify him 15	1	0.0064
14178													we may see and believe	1.0	0.0064	the more crucify him 15 so	1	0.0064
14179													may see and believe those	1.0	0.0064	more crucify him 15 so pilate	1	0.0064
14180													see and believe those who	1.0	0.0064	crucify him 15 so pilate wishing	1	0.0064
14181													and believe those who were	1.0	0.0064	him 15 so pilate wishing to	1	0.0064
14182													believe those who were crucified	1.0	0.0064	15 so pilate wishing to satisfy	1	0.0064
14183													those who were crucified with	1.0	0.0064	so pilate wishing to satisfy the	1	0.0064
14184													who were crucified with him	1.0	0.0064	pilate wishing to satisfy the crowd	1	0.0064
14185													were crucified with him also	1.0	0.0064	wishing to satisfy the crowd released	1	0.0064
14186													crucified with him also reviled	1.0	0.0064	to satisfy the crowd released for	1	0.0064
14187													with him also reviled him	1.0	0.0064	satisfy the crowd released for them	1	0.0064
14188													him also reviled him the	1.0	0.0064	the crowd released for them barabbas	1	0.0064
14189													also reviled him the death	1.0	0.0064	crowd released for them barabbas and	1	0.0064
14190													reviled him the death of	1.0	0.0064	released for them barabbas and having	1	0.0064
14191													him the death of jesus	1.0	0.0064	for them barabbas and having scourged	1	0.0064
14192													the death of jesus 33	1.0	0.0064	them barabbas and having scourged n	1	0.0064
14193													death of jesus 33 and	1.0	0.0064	barabbas and having scourged n jesus	1	0.0064
14194													of jesus 33 and when	1.0	0.0064	and having scourged n jesus he	1	0.0064
14195													jesus 33 and when the	1.0	0.0064	having scourged n jesus he delivered	1	0.0064
14196													33 and when the sixth	1.0	0.0064	scourged n jesus he delivered him	1	0.0064
14197													and when the sixth hour	1.0	0.0064	n jesus he delivered him to	1	0.0064
14198													when the sixth hour s	1.0	0.0064	jesus he delivered him to be	1	0.0064
14199													the sixth hour s had	1.0	0.0064	he delivered him to be crucified	1	0.0064
14200													sixth hour s had come	1.0	0.0064	delivered him to be crucified jesus	1	0.0064
14201													hour s had come there	1.0	0.0064	him to be crucified jesus is	1	0.0064
14202													s had come there was	1.0	0.0064	to be crucified jesus is mocked	1	0.0064
14203													had come there was darkness	1.0	0.0064	be crucified jesus is mocked 16	1	0.0064
14204													come there was darkness over	1.0	0.0064	crucified jesus is mocked 16 and	1	0.0064
14205													there was darkness over the	1.0	0.0064	jesus is mocked 16 and the	1	0.0064
14206													was darkness over the whole	1.0	0.0064	is mocked 16 and the soldiers	1	0.0064
14207													darkness over the whole land	1.0	0.0064	mocked 16 and the soldiers led	1	0.0064
14208													over the whole land until	1.0	0.0064	16 and the soldiers led him	1	0.0064
14209													the whole land until the	1.0	0.0064	and the soldiers led him away	1	0.0064
14210													whole land until the ninth	1.0	0.0064	the soldiers led him away inside	1	0.0064
14211													land until the ninth hour	1.0	0.0064	soldiers led him away inside the	1	0.0064
14212													until the ninth hour t	1.0	0.0064	led him away inside the palace	1	0.0064
14213													the ninth hour t 34	1.0	0.0064	him away inside the palace that	1	0.0064
14214													ninth hour t 34 and	1.0	0.0064	away inside the palace that is	1	0.0064
14215													hour t 34 and at	1.0	0.0064	inside the palace that is the	1	0.0064
14216													t 34 and at the	1.0	0.0064	the palace that is the governor	1	0.0064
14217													34 and at the ninth	1.0	0.0064	palace that is the governor s	1	0.0064
14218													and at the ninth hour	1.0	0.0064	that is the governor s headquarters	1	0.0064
14219													at the ninth hour jesus	1.0	0.0064	is the governor s headquarters o	1	0.0064
14220													the ninth hour jesus cried	1.0	0.0064	the governor s headquarters o and	1	0.0064
14221													ninth hour jesus cried with	1.0	0.0064	governor s headquarters o and they	1	0.0064
14222													hour jesus cried with a	1.0	0.0064	s headquarters o and they called	1	0.0064
