id	1gram	1freq	1freqratio	2gram	2freq	2freqratio	3gram	3freq	3freqratio	4gram	4freq	4freqratio	5gram	5freq	5freqratio	6gram	6freq	6freqratio
12791							by what art	1.0	0.0063	and healthy constitution is	1.0	0.0063	governed than if there were	1.0	0.0063	strength which it cannot exceed and	1	0.0063
12792							what art the	1.0	0.0063	healthy constitution is the	1.0	0.0063	there were only a single	1.0	0.0063	which it cannot exceed and which	1	0.0063
12793							art the legislator	1.0	0.0063	constitution is the first	1.0	0.0063	were only a single authority	1.0	0.0063	it cannot exceed and which it	1	0.0063
12794							the legislator directs	1.0	0.0063	is the first thing	1.0	0.0063	only a single authority over	1.0	0.0063	cannot exceed and which it only	1	0.0063
12795							legislator directs the	1.0	0.0063	the first thing to	1.0	0.0063	a single authority over them	1.0	0.0063	exceed and which it only loses	1	0.0063
12796							directs the constitution	1.0	0.0063	first thing to look	1.0	0.0063	single authority over them in	1.0	0.0063	and which it only loses by	1	0.0063
12797							the constitution towards	1.0	0.0063	thing to look for	1.0	0.0063	authority over them in the	1.0	0.0063	which it only loses by increasing	1	0.0063
12798							constitution towards each	1.0	0.0063	to look for and	1.0	0.0063	over them in the meantime	1.0	0.0063	it only loses by increasing in	1	0.0063
12799							towards each of	1.0	0.0063	look for and it	1.0	0.0063	them in the meantime there	1.0	0.0063	only loses by increasing in size	1	0.0063
12800							of these objects	1.0	0.0063	and it is better	1.0	0.0063	in the meantime there scarce	1.0	0.0063	loses by increasing in size every	1	0.0063
12801							these objects what	1.0	0.0063	it is better to	1.0	0.0063	the meantime there scarce remain	1.0	0.0063	by increasing in size every extension	1	0.0063
12802							objects what makes	1.0	0.0063	is better to count	1.0	0.0063	meantime there scarce remain resources	1.0	0.0063	increasing in size every extension of	1	0.0063
12803							makes the constitution	1.0	0.0063	better to count on	1.0	0.0063	there scarce remain resources enough	1.0	0.0063	in size every extension of the	1	0.0063
12804							a state really	1.0	0.0063	to count on the	1.0	0.0063	scarce remain resources enough to	1.0	0.0063	size every extension of the social	1	0.0063
12805							state really solid	1.0	0.0063	count on the vigour	1.0	0.0063	remain resources enough to meet	1.0	0.0063	every extension of the social tie	1	0.0063
12806							really solid and	1.0	0.0063	on the vigour which	1.0	0.0063	resources enough to meet emergencies	1.0	0.0063	extension of the social tie means	1	0.0063
12807							solid and lasting	1.0	0.0063	the vigour which comes	1.0	0.0063	enough to meet emergencies and	1.0	0.0063	of the social tie means its	1	0.0063
12808							and lasting is	1.0	0.0063	vigour which comes of	1.0	0.0063	to meet emergencies and when	1.0	0.0063	the social tie means its relaxation	1	0.0063
12809							lasting is the	1.0	0.0063	which comes of good	1.0	0.0063	meet emergencies and when recourse	1.0	0.0063	social tie means its relaxation and	1	0.0063
12810							is the due	1.0	0.0063	comes of good government	1.0	0.0063	emergencies and when recourse must	1.0	0.0063	tie means its relaxation and generally	1	0.0063
12811							the due observance	1.0	0.0063	of good government than	1.0	0.0063	and when recourse must be	1.0	0.0063	means its relaxation and generally speaking	1	0.0063
12812							due observance of	1.0	0.0063	good government than on	1.0	0.0063	when recourse must be had	1.0	0.0063	its relaxation and generally speaking a	1	0.0063
12813							observance of what	1.0	0.0063	government than on the	1.0	0.0063	recourse must be had to	1.0	0.0063	relaxation and generally speaking a small	1	0.0063
12814							what is proper	1.0	0.0063	than on the resources	1.0	0.0063	had to these the state	1.0	0.0063	and generally speaking a small state	1	0.0063
12815							is proper so	1.0	0.0063	on the resources a	1.0	0.0063	to these the state is	1.0	0.0063	generally speaking a small state is	1	0.0063
12816							proper so that	1.0	0.0063	the resources a great	1.0	0.0063	these the state is always	1.0	0.0063	speaking a small state is stronger	1	0.0063
12817							that the natural	1.0	0.0063	resources a great territory	1.0	0.0063	the state is always on	1.0	0.0063	a small state is stronger in	1	0.0063
12818							the natural relations	1.0	0.0063	a great territory furnishes	1.0	0.0063	state is always on the	1.0	0.0063	small state is stronger in proportion	1	0.0063
12819							natural relations are	1.0	0.0063	great territory furnishes it	1.0	0.0063	is always on the eve	1.0	0.0063	state is stronger in proportion than	1	0.0063
12820							relations are always	1.0	0.0063	territory furnishes it may	1.0	0.0063	always on the eve of	1.0	0.0063	is stronger in proportion than a	1	0.0063
12821							are always in	1.0	0.0063	furnishes it may be	1.0	0.0063	on the eve of destruction	1.0	0.0063	stronger in proportion than a great	1	0.0063
12822							always in agreement	1.0	0.0063	it may be added	1.0	0.0063	the eve of destruction this	1.0	0.0063	in proportion than a great one	1	0.0063
12823							in agreement with	1.0	0.0063	may be added that	1.0	0.0063	eve of destruction this is	1.0	0.0063	proportion than a great one a	1	0.0063
12824							agreement with the	1.0	0.0063	be added that there	1.0	0.0063	of destruction this is not	1.0	0.0063	than a great one a thousand	1	0.0063
12825							with the laws	1.0	0.0063	added that there have	1.0	0.0063	destruction this is not all	1.0	0.0063	a great one a thousand arguments	1	0.0063
12826							the laws on	1.0	0.0063	there have been known	1.0	0.0063	not only has the government	1.0	0.0063	great one a thousand arguments could	1	0.0063
12827							laws on every	1.0	0.0063	have been known states	1.0	0.0063	only has the government less	1.0	0.0063	one a thousand arguments could be	1	0.0063
12828							on every point	1.0	0.0063	been known states so	1.0	0.0063	has the government less vigour	1.0	0.0063	a thousand arguments could be advanced	1	0.0063
12829							every point and	1.0	0.0063	known states so constituted	1.0	0.0063	the government less vigour and	1.0	0.0063	thousand arguments could be advanced in	1	0.0063
12830							point and law	1.0	0.0063	states so constituted that	1.0	0.0063	government less vigour and promptitude	1.0	0.0063	arguments could be advanced in favour	1	0.0063
12831							and law only	1.0	0.0063	so constituted that the	1.0	0.0063	less vigour and promptitude for	1.0	0.0063	could be advanced in favour of	1	0.0063
12832							law only serves	1.0	0.0063	constituted that the necessity	1.0	0.0063	vigour and promptitude for securing	1.0	0.0063	be advanced in favour of this	1	0.0063
12833							only serves so	1.0	0.0063	that the necessity of	1.0	0.0063	and promptitude for securing the	1.0	0.0063	advanced in favour of this principle	1	0.0063
12834							serves so to	1.0	0.0063	the necessity of making	1.0	0.0063	promptitude for securing the observance	1.0	0.0063	in favour of this principle first	1	0.0063
12835							to speak to	1.0	0.0063	necessity of making conquests	1.0	0.0063	for securing the observance of	1.0	0.0063	favour of this principle first long	1	0.0063
12836							speak to assure	1.0	0.0063	of making conquests entered	1.0	0.0063	securing the observance of the	1.0	0.0063	of this principle first long distances	1	0.0063
12837							to assure accompany	1.0	0.0063	making conquests entered into	1.0	0.0063	the observance of the laws	1.0	0.0063	this principle first long distances make	1	0.0063
12838							assure accompany and	1.0	0.0063	conquests entered into their	1.0	0.0063	observance of the laws preventing	1.0	0.0063	principle first long distances make administration	1	0.0063
12839							accompany and rectify	1.0	0.0063	entered into their very	1.0	0.0063	of the laws preventing nuisances	1.0	0.0063	first long distances make administration more	1	0.0063
12840							and rectify them	1.0	0.0063	into their very constitution	1.0	0.0063	the laws preventing nuisances correcting	1.0	0.0063	long distances make administration more difficult	1	0.0063
12841							rectify them but	1.0	0.0063	their very constitution and	1.0	0.0063	laws preventing nuisances correcting abuses	1.0	0.0063	distances make administration more difficult just	1	0.0063
12842							if the legislator	1.0	0.0063	very constitution and that	1.0	0.0063	preventing nuisances correcting abuses and	1.0	0.0063	make administration more difficult just as	1	0.0063
12843							the legislator mistakes	1.0	0.0063	constitution and that in	1.0	0.0063	nuisances correcting abuses and guarding	1.0	0.0063	administration more difficult just as a	1	0.0063
12844							legislator mistakes his	1.0	0.0063	and that in order	1.0	0.0063	correcting abuses and guarding against	1.0	0.0063	more difficult just as a weight	1	0.0063
12845							mistakes his object	1.0	0.0063	that in order to	1.0	0.0063	abuses and guarding against seditious	1.0	0.0063	difficult just as a weight becomes	1	0.0063
12846							his object and	1.0	0.0063	in order to maintain	1.0	0.0063	and guarding against seditious undertakings	1.0	0.0063	just as a weight becomes heavier	1	0.0063
12847							object and adopts	1.0	0.0063	order to maintain themselves	1.0	0.0063	guarding against seditious undertakings begun	1.0	0.0063	as a weight becomes heavier at	1	0.0063
12848							and adopts a	1.0	0.0063	to maintain themselves they	1.0	0.0063	against seditious undertakings begun in	1.0	0.0063	a weight becomes heavier at the	1	0.0063
12849							adopts a principle	1.0	0.0063	maintain themselves they were	1.0	0.0063	seditious undertakings begun in distant	1.0	0.0063	weight becomes heavier at the end	1	0.0063
12850							a principle other	1.0	0.0063	themselves they were forced	1.0	0.0063	undertakings begun in distant places	1.0	0.0063	becomes heavier at the end of	1	0.0063
12851							principle other than	1.0	0.0063	they were forced to	1.0	0.0063	begun in distant places the	1.0	0.0063	heavier at the end of a	1	0.0063
12852							other than circumstances	1.0	0.0063	were forced to expand	1.0	0.0063	in distant places the people	1.0	0.0063	at the end of a longer	1	0.0063
12853							than circumstances naturally	1.0	0.0063	forced to expand ceaselessly	1.0	0.0063	distant places the people has	1.0	0.0063	the end of a longer lever	1	0.0063
12854							circumstances naturally direct	1.0	0.0063	to expand ceaselessly it	1.0	0.0063	places the people has less	1.0	0.0063	end of a longer lever administration	1	0.0063
12855							naturally direct if	1.0	0.0063	expand ceaselessly it may	1.0	0.0063	the people has less affection	1.0	0.0063	of a longer lever administration therefore	1	0.0063
12856							direct if his	1.0	0.0063	ceaselessly it may be	1.0	0.0063	people has less affection for	1.0	0.0063	a longer lever administration therefore becomes	1	0.0063
12857							if his principle	1.0	0.0063	it may be that	1.0	0.0063	has less affection for its	1.0	0.0063	longer lever administration therefore becomes more	1	0.0063
12858							his principle makes	1.0	0.0063	may be that they	1.0	0.0063	less affection for its rulers	1.0	0.0063	lever administration therefore becomes more and	1	0.0063
12859							principle makes for	1.0	0.0063	be that they congratulated	1.0	0.0063	affection for its rulers whom	1.0	0.0063	administration therefore becomes more and more	1	0.0063
12860							makes for servitude	1.0	0.0063	that they congratulated themselves	1.0	0.0063	for its rulers whom it	1.0	0.0063	therefore becomes more and more burdensome	1	0.0063
12861							for servitude while	1.0	0.0063	they congratulated themselves greatly	1.0	0.0063	its rulers whom it never	1.0	0.0063	becomes more and more burdensome as	1	0.0063
12862							servitude while they	1.0	0.0063	congratulated themselves greatly on	1.0	0.0063	rulers whom it never sees	1.0	0.0063	more and more burdensome as the	1	0.0063
12863							make for liberty	1.0	0.0063	themselves greatly on this	1.0	0.0063	whom it never sees for	1.0	0.0063	and more burdensome as the distance	1	0.0063
12864							for liberty or	1.0	0.0063	greatly on this fortunate	1.0	0.0063	it never sees for its	1.0	0.0063	more burdensome as the distance grows	1	0.0063
12865							liberty or if	1.0	0.0063	on this fortunate necessity	1.0	0.0063	never sees for its country	1.0	0.0063	burdensome as the distance grows greater	1	0.0063
12866							makes for riches	1.0	0.0063	this fortunate necessity which	1.0	0.0063	sees for its country which	1.0	0.0063	as the distance grows greater for	1	0.0063
12867							for riches while	1.0	0.0063	fortunate necessity which none	1.0	0.0063	for its country which to	1.0	0.0063	the distance grows greater for in	1	0.0063
12868							riches while they	1.0	0.0063	necessity which none the	1.0	0.0063	its country which to its	1.0	0.0063	distance grows greater for in the	1	0.0063
12869							make for populousness	1.0	0.0063	none the less indicated	1.0	0.0063	country which to its eyes	1.0	0.0063	grows greater for in the first	1	0.0063
12870							for populousness or	1.0	0.0063	the less indicated to	1.0	0.0063	which to its eyes seems	1.0	0.0063	greater for in the first place	1	0.0063
12871							populousness or if	1.0	0.0063	less indicated to them	1.0	0.0063	to its eyes seems like	1.0	0.0063	for in the first place each	1	0.0063
12872							makes for peace	1.0	0.0063	indicated to them along	1.0	0.0063	its eyes seems like the	1.0	0.0063	in the first place each city	1	0.0063
12873							for peace while	1.0	0.0063	to them along with	1.0	0.0063	eyes seems like the world	1.0	0.0063	the first place each city has	1	0.0063
12874							peace while they	1.0	0.0063	them along with the	1.0	0.0063	seems like the world and	1.0	0.0063	first place each city has its	1	0.0063
12875							make for conquest	1.0	0.0063	along with the limits	1.0	0.0063	like the world and for	1.0	0.0063	place each city has its own	1	0.0063
12876							for conquest the	1.0	0.0063	with the limits of	1.0	0.0063	the world and for its	1.0	0.0063	each city has its own which	1	0.0063
12877							conquest the laws	1.0	0.0063	the limits of their	1.0	0.0063	world and for its fellow	1.0	0.0063	city has its own which is	1	0.0063
12878							the laws will	1.0	0.0063	limits of their greatness	1.0	0.0063	and for its fellow citizens	1.0	0.0063	has its own which is paid	1	0.0063
12879							laws will insensibly	1.0	0.0063	of their greatness the	1.0	0.0063	for its fellow citizens most	1.0	0.0063	its own which is paid for	1	0.0063
12880							will insensibly lose	1.0	0.0063	their greatness the inevitable	1.0	0.0063	its fellow citizens most of	1.0	0.0063	own which is paid for 41	1	0.0063
12881							insensibly lose their	1.0	0.0063	greatness the inevitable moment	1.0	0.0063	fellow citizens most of whom	1.0	0.0063	which is paid for 41 by	1	0.0063
12882							lose their influence	1.0	0.0063	the inevitable moment of	1.0	0.0063	citizens most of whom are	1.0	0.0063	is paid for 41 by the	1	0.0063
12883							their influence the	1.0	0.0063	inevitable moment of their	1.0	0.0063	most of whom are unknown	1.0	0.0063	paid for 41 by the people	1	0.0063
12884							influence the constitution	1.0	0.0063	moment of their fall	1.0	0.0063	of whom are unknown to	1.0	0.0063	for 41 by the people each	1	0.0063
12885							the constitution will	1.0	0.0063	of their fall chapter	1.0	0.0063	whom are unknown to it	1.0	0.0063	41 by the people each district	1	0.0063
12886							constitution will alter	1.0	0.0063	their fall chapter x	1.0	0.0063	are unknown to it the	1.0	0.0063	by the people each district its	1	0.0063
12887							will alter and	1.0	0.0063	fall chapter x the	1.0	0.0063	unknown to it the same	1.0	0.0063	the people each district its own	1	0.0063
12888							alter and the	1.0	0.0063	chapter x the people	1.0	0.0063	to it the same laws	1.0	0.0063	people each district its own still	1	0.0063
12889							state will have	1.0	0.0063	x the people continued	1.0	0.0063	it the same laws cannot	1.0	0.0063	each district its own still paid	1	0.0063
12890							have no rest	1.0	0.0063	the people continued a	1.0	0.0063	the same laws cannot suit	1.0	0.0063	district its own still paid for	1	0.0063
12891							no rest from	1.0	0.0063	people continued a body	1.0	0.0063	same laws cannot suit so	1.0	0.0063	its own still paid for by	1	0.0063
12892							rest from trouble	1.0	0.0063	continued a body politic	1.0	0.0063	laws cannot suit so many	1.0	0.0063	own still paid for by the	1	0.0063
12893							from trouble till	1.0	0.0063	a body politic may	1.0	0.0063	cannot suit so many diverse	1.0	0.0063	still paid for by the people	1	0.0063
12894							trouble till it	1.0	0.0063	body politic may be	1.0	0.0063	suit so many diverse provinces	1.0	0.0063	paid for by the people then	1	0.0063
12895							till it is	1.0	0.0063	politic may be measured	1.0	0.0063	so many diverse provinces with	1.0	0.0063	for by the people then comes	1	0.0063
12896							it is either	1.0	0.0063	may be measured in	1.0	0.0063	many diverse provinces with different	1.0	0.0063	by the people then comes each	1	0.0063
12897							is either destroyed	1.0	0.0063	be measured in two	1.0	0.0063	diverse provinces with different customs	1.0	0.0063	the people then comes each province	1	0.0063
12898							either destroyed or	1.0	0.0063	measured in two ways	1.0	0.0063	provinces with different customs situated	1.0	0.0063	people then comes each province and	1	0.0063
12899							destroyed or changed	1.0	0.0063	in two ways either	1.0	0.0063	with different customs situated in	1.0	0.0063	then comes each province and then	1	0.0063
12900							or changed and	1.0	0.0063	two ways either by	1.0	0.0063	different customs situated in the	1.0	0.0063	comes each province and then the	1	0.0063
12901							changed and nature	1.0	0.0063	ways either by the	1.0	0.0063	customs situated in the most	1.0	0.0063	each province and then the great	1	0.0063
12902							and nature has	1.0	0.0063	either by the extent	1.0	0.0063	situated in the most various	1.0	0.0063	province and then the great governments	1	0.0063
12903							nature has resumed	1.0	0.0063	by the extent of	1.0	0.0063	in the most various climates	1.0	0.0063	and then the great governments satrapies	1	0.0063
12904							has resumed her	1.0	0.0063	the extent of its	1.0	0.0063	the most various climates and	1.0	0.0063	then the great governments satrapies and	1	0.0063
12905							resumed her invincible	1.0	0.0063	extent of its territory	1.0	0.0063	most various climates and incapable	1.0	0.0063	the great governments satrapies and vice	1	0.0063
12906							her invincible sway	1.0	0.0063	of its territory or	1.0	0.0063	various climates and incapable of	1.0	0.0063	great governments satrapies and vice royalties	1	0.0063
12907							invincible sway chapter	1.0	0.0063	its territory or by	1.0	0.0063	climates and incapable of enduring	1.0	0.0063	governments satrapies and vice royalties always	1	0.0063
12908							sway chapter xii	1.0	0.0063	territory or by the	1.0	0.0063	and incapable of enduring a	1.0	0.0063	satrapies and vice royalties always costing	1	0.0063
12909							chapter xii the	1.0	0.0063	or by the number	1.0	0.0063	incapable of enduring a uniform	1.0	0.0063	and vice royalties always costing more	1	0.0063
12910							xii the division	1.0	0.0063	by the number of	1.0	0.0063	of enduring a uniform government	1.0	0.0063	vice royalties always costing more the	1	0.0063
12911							the division of	1.0	0.0063	the number of its	1.0	0.0063	enduring a uniform government different	1.0	0.0063	royalties always costing more the higher	1	0.0063
12912							the laws if	1.0	0.0063	number of its people	1.0	0.0063	a uniform government different laws	1.0	0.0063	always costing more the higher you	1	0.0063
12913							laws if the	1.0	0.0063	of its people and	1.0	0.0063	uniform government different laws lead	1.0	0.0063	costing more the higher you go	1	0.0063
12914							if the whole	1.0	0.0063	its people and there	1.0	0.0063	government different laws lead only	1.0	0.0063	more the higher you go and	1	0.0063
12915							whole is to	1.0	0.0063	people and there is	1.0	0.0063	different laws lead only to	1.0	0.0063	the higher you go and always	1	0.0063
12916							to be set	1.0	0.0063	is between these two	1.0	0.0063	laws lead only to trouble	1.0	0.0063	higher you go and always at	1	0.0063
12917							be set in	1.0	0.0063	between these two measurements	1.0	0.0063	lead only to trouble and	1.0	0.0063	you go and always at the	1	0.0063
12918							set in order	1.0	0.0063	these two measurements a	1.0	0.0063	only to trouble and confusion	1.0	0.0063	go and always at the expense	1	0.0063
12919							in order and	1.0	0.0063	two measurements a right	1.0	0.0063	to trouble and confusion among	1.0	0.0063	and always at the expense of	1	0.0063
12920							order and the	1.0	0.0063	measurements a right relation	1.0	0.0063	trouble and confusion among peoples	1.0	0.0063	always at the expense of the	1	0.0063
12921							and the commonwealth	1.0	0.0063	a right relation which	1.0	0.0063	and confusion among peoples which	1.0	0.0063	at the expense of the unfortunate	1	0.0063
12922							the commonwealth put	1.0	0.0063	right relation which makes	1.0	0.0063	confusion among peoples which living	1.0	0.0063	the expense of the unfortunate people	1	0.0063
12923							commonwealth put into	1.0	0.0063	relation which makes the	1.0	0.0063	among peoples which living under	1.0	0.0063	expense of the unfortunate people last	1	0.0063
12924							put into the	1.0	0.0063	which makes the state	1.0	0.0063	peoples which living under the	1.0	0.0063	of the unfortunate people last of	1	0.0063
12925							into the best	1.0	0.0063	makes the state really	1.0	0.0063	which living under the same	1.0	0.0063	the unfortunate people last of all	1	0.0063
12926							the best possible	1.0	0.0063	the state really great	1.0	0.0063	living under the same rulers	1.0	0.0063	unfortunate people last of all comes	1	0.0063
12927							best possible shape	1.0	0.0063	state really great the	1.0	0.0063	under the same rulers and	1.0	0.0063	people last of all comes the	1	0.0063
12928							possible shape there	1.0	0.0063	really great the men	1.0	0.0063	the same rulers and in	1.0	0.0063	last of all comes the supreme	1	0.0063
12929							shape there are	1.0	0.0063	great the men make	1.0	0.0063	same rulers and in constant	1.0	0.0063	of all comes the supreme administration	1	0.0063
12930							there are various	1.0	0.0063	the men make the	1.0	0.0063	rulers and in constant communication	1.0	0.0063	all comes the supreme administration which	1	0.0063
12931							are various relations	1.0	0.0063	men make the state	1.0	0.0063	and in constant communication one	1.0	0.0063	comes the supreme administration which eclipses	1	0.0063
12932							various relations to	1.0	0.0063	make the state and	1.0	0.0063	in constant communication one with	1.0	0.0063	the supreme administration which eclipses all	1	0.0063
12933							relations to be	1.0	0.0063	the state and the	1.0	0.0063	constant communication one with another	1.0	0.0063	supreme administration which eclipses all the	1	0.0063
12934							to be considered	1.0	0.0063	state and the territory	1.0	0.0063	communication one with another intermingle	1.0	0.0063	administration which eclipses all the rest	1	0.0063
12935							be considered first	1.0	0.0063	and the territory sustains	1.0	0.0063	one with another intermingle and	1.0	0.0063	which eclipses all the rest all	1	0.0063
12936							considered first there	1.0	0.0063	the territory sustains the	1.0	0.0063	with another intermingle and intermarry	1.0	0.0063	eclipses all the rest all these	1	0.0063
12937							first there is	1.0	0.0063	territory sustains the men	1.0	0.0063	another intermingle and intermarry and	1.0	0.0063	all the rest all these overcharges	1	0.0063
12938							is the action	1.0	0.0063	sustains the men the	1.0	0.0063	intermingle and intermarry and coming	1.0	0.0063	the rest all these overcharges are	1	0.0063
12939							the action of	1.0	0.0063	the men the right	1.0	0.0063	and intermarry and coming under	1.0	0.0063	rest all these overcharges are a	1	0.0063
12940							action of the	1.0	0.0063	men the right relation	1.0	0.0063	intermarry and coming under the	1.0	0.0063	all these overcharges are a continual	1	0.0063
12941							of the complete	1.0	0.0063	the right relation therefore	1.0	0.0063	and coming under the sway	1.0	0.0063	these overcharges are a continual drain	1	0.0063
12942							the complete body	1.0	0.0063	right relation therefore is	1.0	0.0063	coming under the sway of	1.0	0.0063	overcharges are a continual drain upon	1	0.0063
12943							complete body upon	1.0	0.0063	relation therefore is that	1.0	0.0063	under the sway of new	1.0	0.0063	are a continual drain upon the	1	0.0063
12944							body upon itself	1.0	0.0063	therefore is that the	1.0	0.0063	the sway of new customs	1.0	0.0063	a continual drain upon the subjects	1	0.0063
12945							upon itself the	1.0	0.0063	is that the land	1.0	0.0063	sway of new customs never	1.0	0.0063	continual drain upon the subjects so	1	0.0063
12946							itself the relation	1.0	0.0063	that the land should	1.0	0.0063	of new customs never know	1.0	0.0063	drain upon the subjects so far	1	0.0063
12947							the whole to	1.0	0.0063	the land should suffice	1.0	0.0063	new customs never know if	1.0	0.0063	upon the subjects so far from	1	0.0063
12948							whole to the	1.0	0.0063	land should suffice for	1.0	0.0063	customs never know if they	1.0	0.0063	the subjects so far from being	1	0.0063
12949							whole of the	1.0	0.0063	should suffice for the	1.0	0.0063	never know if they can	1.0	0.0063	subjects so far from being better	1	0.0063
12950							sovereign to the	1.0	0.0063	suffice for the maintenance	1.0	0.0063	know if they can call	1.0	0.0063	so far from being better governed	1	0.0063
12951							state and this	1.0	0.0063	for the maintenance of	1.0	0.0063	if they can call their	1.0	0.0063	far from being better governed by	1	0.0063
12952							this relation as	1.0	0.0063	the maintenance of the	1.0	0.0063	they can call their very	1.0	0.0063	from being better governed by all	1	0.0063
12953							relation as we	1.0	0.0063	maintenance of the inhabitants	1.0	0.0063	can call their very patrimony	1.0	0.0063	being better governed by all these	1	0.0063
12954							shall see is	1.0	0.0063	the inhabitants and that	1.0	0.0063	call their very patrimony their	1.0	0.0063	better governed by all these different	1	0.0063
12955							see is made	1.0	0.0063	inhabitants and that there	1.0	0.0063	their very patrimony their own	1.0	0.0063	governed by all these different orders	1	0.0063
12956							made up of	1.0	0.0063	and that there 43	1.0	0.0063	very patrimony their own talent	1.0	0.0063	by all these different orders they	1	0.0063
12957							of the relations	1.0	0.0063	that there 43 should	1.0	0.0063	patrimony their own talent is	1.0	0.0063	all these different orders they are	1	0.0063
12958							the relations of	1.0	0.0063	there 43 should be	1.0	0.0063	their own talent is buried	1.0	0.0063	these different orders they are worse	1	0.0063
12959							relations of the	1.0	0.0063	43 should be as	1.0	0.0063	own talent is buried virtue	1.0	0.0063	different orders they are worse governed	1	0.0063
12960							of the intermediate	1.0	0.0063	should be as many	1.0	0.0063	talent is buried virtue unknown	1.0	0.0063	orders they are worse governed than	1	0.0063
12961							the intermediate terms	1.0	0.0063	be as many inhabitants	1.0	0.0063	is buried virtue unknown and	1.0	0.0063	they are worse governed than if	1	0.0063
12962							intermediate terms the	1.0	0.0063	as many inhabitants as	1.0	0.0063	buried virtue unknown and vice	1.0	0.0063	are worse governed than if there	1	0.0063
12963							terms the laws	1.0	0.0063	many inhabitants as the	1.0	0.0063	virtue unknown and vice unpunished	1.0	0.0063	worse governed than if there were	1	0.0063
12964							laws which regulate	1.0	0.0063	inhabitants as the land	1.0	0.0063	unknown and vice unpunished among	1.0	0.0063	governed than if there were only	1	0.0063
12965							which regulate this	1.0	0.0063	as the land can	1.0	0.0063	and vice unpunished among such	1.0	0.0063	if there were only a single	1	0.0063
12966							regulate this relation	1.0	0.0063	the land can maintain	1.0	0.0063	vice unpunished among such a	1.0	0.0063	there were only a single authority	1	0.0063
12967							this relation bear	1.0	0.0063	land can maintain in	1.0	0.0063	unpunished among such a multitude	1.0	0.0063	were only a single authority over	1	0.0063
12968							relation bear the	1.0	0.0063	can maintain in this	1.0	0.0063	among such a multitude of	1.0	0.0063	only a single authority over them	1	0.0063
12969							bear the name	1.0	0.0063	maintain in this proportion	1.0	0.0063	such a multitude of men	1.0	0.0063	a single authority over them in	1	0.0063
12970							name of political	1.0	0.0063	in this proportion lies	1.0	0.0063	a multitude of men who	1.0	0.0063	single authority over them in the	1	0.0063
12971							of political laws	1.0	0.0063	this proportion lies the	1.0	0.0063	multitude of men who do	1.0	0.0063	authority over them in the meantime	1	0.0063
12972							political laws and	1.0	0.0063	proportion lies the maximum	1.0	0.0063	of men who do not	1.0	0.0063	over them in the meantime there	1	0.0063
12973							laws and are	1.0	0.0063	lies the maximum strength	1.0	0.0063	men who do not know	1.0	0.0063	them in the meantime there scarce	1	0.0063
12974							and are also	1.0	0.0063	the maximum strength of	1.0	0.0063	who do not know one	1.0	0.0063	in the meantime there scarce remain	1	0.0063
12975							are also called	1.0	0.0063	maximum strength of a	1.0	0.0063	do not know one another	1.0	0.0063	the meantime there scarce remain resources	1	0.0063
12976							also called fundamental	1.0	0.0063	strength of a given	1.0	0.0063	not know one another gathered	1.0	0.0063	meantime there scarce remain resources enough	1	0.0063
12977							called fundamental laws	1.0	0.0063	of a given number	1.0	0.0063	know one another gathered together	1.0	0.0063	there scarce remain resources enough to	1	0.0063
12978							fundamental laws not	1.0	0.0063	a given number of	1.0	0.0063	one another gathered together in	1.0	0.0063	scarce remain resources enough to meet	1	0.0063
12979							laws not without	1.0	0.0063	given number of people	1.0	0.0063	another gathered together in one	1.0	0.0063	remain resources enough to meet emergencies	1	0.0063
12980							not without reason	1.0	0.0063	number of people for	1.0	0.0063	gathered together in one place	1.0	0.0063	resources enough to meet emergencies and	1	0.0063
12981							without reason if	1.0	0.0063	of people for if	1.0	0.0063	together in one place at	1.0	0.0063	enough to meet emergencies and when	1	0.0063
12982							reason if they	1.0	0.0063	people for if there	1.0	0.0063	in one place at the	1.0	0.0063	to meet emergencies and when recourse	1	0.0063
12983							they are wise	1.0	0.0063	there is too much	1.0	0.0063	one place at the seat	1.0	0.0063	meet emergencies and when recourse must	1	0.0063
12984							are wise for	1.0	0.0063	is too much land	1.0	0.0063	place at the seat of	1.0	0.0063	emergencies and when recourse must be	1	0.0063
12985							wise for if	1.0	0.0063	too much land it	1.0	0.0063	at the seat of the	1.0	0.0063	and when recourse must be had	1	0.0063
12986							in each state	1.0	0.0063	much land it is	1.0	0.0063	the seat of the central	1.0	0.0063	when recourse must be had to	1	0.0063
12987							each state only	1.0	0.0063	land it is troublesome	1.0	0.0063	seat of the central administration	1.0	0.0063	recourse must be had to these	1	0.0063
12988							state only one	1.0	0.0063	it is troublesome to	1.0	0.0063	of the central administration the	1.0	0.0063	be had to these the state	1	0.0063
12989							only one good	1.0	0.0063	is troublesome to guard	1.0	0.0063	the central administration the leaders	1.0	0.0063	had to these the state is	1	0.0063
12990							one good system	1.0	0.0063	troublesome to guard and	1.0	0.0063	central administration the leaders overwhelmed	1.0	0.0063	to these the state is always	1	0.0063
12991							good system the	1.0	0.0063	to guard and inadequately	1.0	0.0063	administration the leaders overwhelmed with	1.0	0.0063	these the state is always on	1	0.0063
12992							system the people	1.0	0.0063	guard and inadequately cultivated	1.0	0.0063	the leaders overwhelmed with business	1.0	0.0063	the state is always on the	1	0.0063
